id,grade,subject,weekOf,instructionalWeek,status,sourceSheet,sourceRow,sourceText,reason,supportingDocuments
dcss-fy27-1-social-studies-r24,1,Social Studies,UNRESOLVED,,needs_timing_review,FIRST,24,SS1H1,Source row has content but no Week of date. Not assigned to an adjacent week.,
dcss-fy27-1-literacy-r25,1,Literacy,2026-10-19,11,needs_additional_source_material,FIRST,25,"Heggerty week 10
M.   T.    W.   TH.   F.  | U2: Sessions 16-20 | U2W4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r25,1,Math,2026-10-19,11,needs_additional_source_material,FIRST,25,"U2: 1.NR.2.1, 1.NR.2.7","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-social-studies-r25,1,Social Studies,2026-10-19,11,needs_additional_source_material,FIRST,25,"SS1H1, SS1G1d, SS1CG1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r26,1,Literacy,2026-10-26,12,needs_additional_source_material,FIRST,26,"Heggerty week 11
M.   T.    W.   TH.   F.  | U2: Sessions 21-25 | U2W5","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r26,1,Math,2026-10-26,12,needs_additional_source_material,FIRST,26,"U2: 1.NR.2.1, 1.NR.2.7","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-social-studies-r26,1,Social Studies,2026-10-26,12,needs_additional_source_material,FIRST,26,"SS1H1, SS1G1, SS1CG1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r29,1,Literacy,2026-11-02,13,needs_additional_source_material,FIRST,29,"Heggerty week 12
M.   T.    W.   TH.   F.  | U2: Sessions 26-30 | U2W6","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r29,1,Math,2026-11-02,13,needs_additional_source_material,FIRST,29,"U2: 1.NR.1.2, 1.NR.2.1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-science-r29,1,Science,2026-11-02,13,needs_additional_source_material,FIRST,29,S1E1.a,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r30,1,Literacy,2026-11-09,14,needs_additional_source_material,FIRST,30,"Heggerty week 13
M.   T.    W.   TH.   F.  | U3: Sessions 1-5 | U3W1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r30,1,Math,2026-11-09,14,needs_additional_source_material,FIRST,30,"U3: 1.NR.2.1, 1.NR.2.2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-science-r30,1,Science,2026-11-09,14,needs_additional_source_material,FIRST,30,S1E1.b,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r31,1,Literacy,2026-11-16,15,needs_additional_source_material,FIRST,31,"Heggerty week 14
M.   T.    W.   TH.   F.  | U3: Sessions 6-10 | U3W2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r31,1,Math,2026-11-16,15,needs_additional_source_material,FIRST,31,"U3: 1.NR.2.2, 1.MDR6.4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-science-r31,1,Science,2026-11-16,15,needs_additional_source_material,FIRST,31,S1E1.c,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r35,1,Literacy,2026-11-30,16,needs_additional_source_material,FIRST,35,"Heggerty week 15
M.  T.   W.   TH.    F.   | U3: Sessions 11-15 | U3W3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r35,1,Math,2026-11-30,16,needs_additional_source_material,FIRST,35,"U3: 1.NR.2.1, 1.MDR6.4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-science-r35,1,Science,2026-11-30,16,needs_additional_source_material,FIRST,35,S1E1.d,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r36,1,Literacy,2026-12-07,17,needs_additional_source_material,FIRST,36,"Heggerty week 16
M.  T.   W.   TH.    F.   | U3: Sessions 16-20 | U3W4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r36,1,Math,2026-12-07,17,needs_additional_source_material,FIRST,36,"U3: 1.NR.2.5, 1.MDR6.4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-social-studies-r36,1,Social Studies,2026-12-07,17,needs_additional_source_material,FIRST,36,SS1H1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r37,1,Literacy,2026-12-14,18,needs_additional_source_material,FIRST,37,Review/Reteach  | U3: Sessions 21-25 | U3W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r37,1,Math,2026-12-14,18,needs_additional_source_material,FIRST,37,"U3: 1.NR.2.1, 1.NR.2.2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-social-studies-r37,1,Social Studies,2026-12-14,18,needs_additional_source_material,FIRST,37,SS1H1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r43,1,Literacy,2027-01-04,19,needs_additional_source_material,FIRST,43,Heggerty week 17 | U3: Sessions 26-30 | U3W6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r43,1,Math,2027-01-04,19,needs_additional_source_material,FIRST,43,"U4: 1.NR.1.1, 1.NR.1.2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-social-studies-r43,1,Social Studies,2027-01-04,19,needs_additional_source_material,FIRST,43,SS1E1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r44,1,Literacy,2027-01-11,20,needs_additional_source_material,FIRST,44,Heggerty week 18 | U4: Sessions 1-5 | U4W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r44,1,Math,2027-01-11,20,needs_additional_source_material,FIRST,44,"U4: 1.NR.1.2, 1.NR.1.3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-social-studies-r44,1,Social Studies,2027-01-11,20,needs_additional_source_material,FIRST,44,"SS1E2, SS1E3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r45,1,Literacy,2027-01-18,21,needs_additional_source_material,FIRST,45,Heggerty week 19 | U4: Sessions 6-10 | U4W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r45,1,Math,2027-01-18,21,needs_additional_source_material,FIRST,45,"U4: 1.NR.1.1, 1.NR.1.3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-social-studies-r45,1,Social Studies,2027-01-18,21,needs_additional_source_material,FIRST,45,SS1E4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r46,1,Literacy,2027-01-25,22,needs_additional_source_material,FIRST,46,Heggerty week 20 | U4: Sessions 11-15 | U4W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r46,1,Math,2027-01-25,22,needs_additional_source_material,FIRST,46,"U4: 1.NR.1.1, 1.NR.1.2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-science-r46,1,Science,2027-01-25,22,needs_additional_source_material,FIRST,46,S1P1.b,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r49,1,Literacy,2027-02-01,23,needs_additional_source_material,FIRST,49,Heggerty week 21 | U4: Sessions 16-20 | U4W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r49,1,Math,2027-02-01,23,needs_additional_source_material,FIRST,49,U5: 1.NR.5.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-science-r49,1,Science,2027-02-01,23,needs_additional_source_material,FIRST,49,S1P1.a,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r50,1,Literacy,2027-02-08,24,needs_additional_source_material,FIRST,50,Heggerty week 22 | U4: Sessions 21-25 | U4W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r50,1,Math,2027-02-08,24,needs_additional_source_material,FIRST,50,U5: 1.NR.5.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-science-r50,1,Science,2027-02-08,24,needs_additional_source_material,FIRST,50,S1P1.c,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r51,1,Math,UNRESOLVED,,needs_timing_review,FIRST,51,U5: 1.NR.5.1,Source row has content but no Week of date. Not assigned to an adjacent week.,
dcss-fy27-1-literacy-r52,1,Literacy,2027-02-22,25,needs_additional_source_material,FIRST,52,Heggerty  week 23 | U4: Sessions 26-30  | U4W6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r52,1,Math,2027-02-22,25,needs_additional_source_material,FIRST,52,U5: 1.NR.5.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-science-r52,1,Science,2027-02-22,25,needs_additional_source_material,FIRST,52,S1P1.d,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r55,1,Literacy,2027-03-01,26,needs_additional_source_material,FIRST,55,Heggerty week 24 | U5: Sessions 1-5 | U5W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r55,1,Math,2027-03-01,26,needs_additional_source_material,FIRST,55,U5: 1.NR.5.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-science-r55,1,Science,2027-03-01,26,needs_additional_source_material,FIRST,55,S1P1.e,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r56,1,Literacy,2027-03-08,27,needs_additional_source_material,FIRST,56,Heggerty week 25 | U5: Sessions 6-10 | U5W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r56,1,Math,2027-03-08,27,needs_additional_source_material,FIRST,56,U5: 1.NR.5.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-social-studies-r56,1,Social Studies,2027-03-08,27,needs_additional_source_material,FIRST,56,SS1CG1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r57,1,Literacy,2027-03-15,28,needs_additional_source_material,FIRST,57,Heggerty week 26 | U5: Sessions 11-15 | U5W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r57,1,Math,2027-03-15,28,needs_additional_source_material,FIRST,57,"U6: 1.GSR.4.1, 1.GSR.4.3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-social-studies-r57,1,Social Studies,2027-03-15,28,needs_additional_source_material,FIRST,57,SS1CG1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r58,1,Literacy,2027-03-22,29,needs_additional_source_material,FIRST,58,Heggerty week 27 | U5: Sessions 16-21 | U5W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r58,1,Math,2027-03-22,29,needs_additional_source_material,FIRST,58,"U6: 1.GSR.4.3, 1.MDR.6.2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-social-studies-r58,1,Social Studies,2027-03-22,29,needs_additional_source_material,FIRST,58,SS1G2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r59,1,Literacy,2027-03-29,30,needs_additional_source_material,FIRST,59,Heggerty week 28 | U5: Sessions 22-26 | U5W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r59,1,Math,2027-03-29,30,needs_additional_source_material,FIRST,59,"U6: 1.MDR.6.1, 1.MDR.6.2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-social-studies-r59,1,Social Studies,2027-03-29,30,needs_additional_source_material,FIRST,59,SS1G3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r63,1,Literacy,2027-04-12,31,needs_additional_source_material,FIRST,63,Heggerty week 29 | U6: Session 1-5 | U6W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r63,1,Math,2027-04-12,31,needs_additional_source_material,FIRST,63,"U6: 1.MDR.6.2, 1.MDR.6.3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-social-studies-r63,1,Social Studies,2027-04-12,31,needs_additional_source_material,FIRST,63,"SS1CG1, SS1G2, SS1G3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r64,1,Literacy,2027-04-19,32,needs_additional_source_material,FIRST,64,Heggerty week 30 | U6: Sessions 6-11 | U6W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r64,1,Math,2027-04-19,32,needs_additional_source_material,FIRST,64,"U6: 1.MDR.6.2, 1.MDR.6.3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-science-r64,1,Science,2027-04-19,32,needs_additional_source_material,FIRST,64,S1P2.a,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r65,1,Literacy,2027-04-26,33,needs_additional_source_material,FIRST,65,Review/Reteach | U6: Sessions 12-17 | U6W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r65,1,Math,2027-04-26,33,needs_additional_source_material,FIRST,65,"U6: 1.MDR.6.1, 1.MDR.6.3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-science-r65,1,Science,2027-04-26,33,needs_additional_source_material,FIRST,65,S1P2.a,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r68,1,Literacy,2027-05-03,34,needs_additional_source_material,FIRST,68,Review/Reteach | U6: Sessions 18-22 | U6W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r68,1,Math,2027-05-03,34,needs_additional_source_material,FIRST,68,"U6: 1.GSR.4.1, 1.MDR.6.3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-science-r68,1,Science,2027-05-03,34,needs_additional_source_material,FIRST,68,S1P2.b,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r69,1,Literacy,2027-05-10,35,needs_additional_source_material,FIRST,69,Review/Reteach | U6: Sessions 23-27 | U6W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r69,1,Math,2027-05-10,35,needs_additional_source_material,FIRST,69,"U6: 1.GSR.4.1, 1.GSR.4.3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-science-r69,1,Science,2027-05-10,35,needs_additional_source_material,FIRST,69,"S1P2.a, b","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-literacy-r70,1,Literacy,2027-05-17,36,needs_additional_source_material,FIRST,70,Review/Reteach | U6: Sessions 28-30 | U6W6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-1-math-r70,1,Math,2027-05-17,36,needs_additional_source_material,FIRST,70,"U6: 1.GSR.4.1, 1.GSR.4.3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r10,2,Literacy,2026-08-03,1,needs_additional_source_material,SECOND,10,Getting to Know You | U1: Sessions 1-2 | Unit 1 Week 1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r10,2,Math,2026-08-03,1,needs_additional_source_material,SECOND,10,Lesson 0: 2.MP.1-8,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r10,2,Social Studies,2026-08-03,1,needs_additional_source_material,SECOND,10,U1: SSIPS,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r11,2,Literacy,2026-08-10,2,partially_supported,SECOND,11,Heggerty week 1 | U1: Sessions 3-7 | U1W1,The cited skill supports generated drafts; other references still need source detail or review.,DCSS 2nd Grade ELA Pacing Calendar
dcss-fy27-2-math-r11,2,Math,2026-08-10,2,needs_additional_source_material,SECOND,11,Lesson 0: 2. MP.1-8,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r11,2,Social Studies,2026-08-10,2,partially_supported,SECOND,11,U1: SSIPS,The cited skill supports generated drafts; other references still need source detail or review.,2nd Science/Social Studies Pacing Support
dcss-fy27-2-literacy-r12,2,Literacy,2026-08-17,3,needs_additional_source_material,SECOND,12,Heggerty week 2 | U1: Sessions 8-12 | U1W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r12,2,Math,2026-08-17,3,partially_supported,SECOND,12,U1: 2.NR.2.1,The cited skill supports generated drafts; other references still need source detail or review.,2nd Math Pacing Support
dcss-fy27-2-social-studies-r12,2,Social Studies,2026-08-17,3,needs_additional_source_material,SECOND,12,U1: SSIPS,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r13,2,Literacy,2026-08-24,4,needs_additional_source_material,SECOND,13,Heggerty week 3 | U1: Sessions 13-16 | U1W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r13,2,Math,2026-08-24,4,partially_supported,SECOND,13,U1: 2.NR.2.3,The cited skill supports generated drafts; other references still need source detail or review.,2nd Math Pacing Support
dcss-fy27-2-social-studies-r13,2,Social Studies,2026-08-24,4,needs_additional_source_material,SECOND,13,U1: SSIPS,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r16,2,Literacy,2026-08-31,5,partially_supported,SECOND,16,Heggerty week 4 | U1: Sessions 17-21 | U1W4,The cited skill supports generated drafts; other references still need source detail or review.,DCSS 2nd Grade ELA Pacing Calendar
dcss-fy27-2-math-r16,2,Math,2026-08-31,5,needs_additional_source_material,SECOND,16,U1: 2.NR.2.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r16,2,Social Studies,2026-08-31,5,needs_additional_source_material,SECOND,16,U1: SSIPS,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r17,2,Literacy,2026-09-07,6,needs_additional_source_material,SECOND,17,"Heggerty  week 5
M.    T.     W.    TH.     F. | U1: Sessions 22-25 | U1W5","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r17,2,Math,2026-09-07,6,needs_additional_source_material,SECOND,17,U1: 2.NR.2.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-science-r17,2,Science,2026-09-07,6,partially_supported,SECOND,17,U1: S2E1,The cited skill supports generated drafts; other references still need source detail or review.,2nd Science/Social Studies Pacing Support
dcss-fy27-2-literacy-r18,2,Literacy,2026-09-14,7,needs_additional_source_material,SECOND,18,"Heggerty  week 6
M.   T.    W.   TH.   F.  | U1: Sessions 26-30 | U1W6","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r18,2,Math,2026-09-14,7,needs_additional_source_material,SECOND,18,U1: 2.MDR.5.4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-science-r18,2,Science,2026-09-14,7,needs_additional_source_material,SECOND,18,U1: S2E1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r19,2,Literacy,2026-09-21,8,needs_additional_source_material,SECOND,19,"Heggerty  week 7
M.   T.    W.   TH.   F.  | U2: Sessions 1-5 | U2W1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r19,2,Math,2026-09-21,8,needs_additional_source_material,SECOND,19,U1: 2.NR.2.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-science-r19,2,Science,2026-09-21,8,needs_additional_source_material,SECOND,19,U1: S2E1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r20,2,Literacy,2026-09-28,9,needs_additional_source_material,SECOND,20,"Heggerty  week 8
M.   T.    W.   TH.   F.  | U2: Sessions 6-10 | U2W2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r20,2,Math,2026-09-28,9,needs_additional_source_material,SECOND,20,Review Week,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-science-r20,2,Science,2026-09-28,9,needs_additional_source_material,SECOND,20,U1: S2E1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r23,2,Literacy,2026-10-05,10,needs_additional_source_material,SECOND,23,"Heggerty week 9
M.   T.    W.   TH.   F.  | U2: Sessions 11-15 | U2W3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r23,2,Math,2026-10-05,10,needs_additional_source_material,SECOND,23,U2: 2.NR.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-science-r23,2,Science,2026-10-05,10,needs_additional_source_material,SECOND,23,U2: S2P2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r24,2,Literacy,UNRESOLVED,,needs_timing_review,SECOND,24,week 10,Source row has content but no Week of date. Not assigned to an adjacent week.,
dcss-fy27-2-literacy-r25,2,Literacy,2026-10-19,11,needs_additional_source_material,SECOND,25,"Heggerty week 10
M.   T.    W.   TH.   F.  | U2: Sessions 16-20 | U2W4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r25,2,Math,2026-10-19,11,needs_additional_source_material,SECOND,25,U2: 2.NR.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-science-r25,2,Science,2026-10-19,11,needs_additional_source_material,SECOND,25,U2: S2P2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r26,2,Literacy,2026-10-26,12,needs_additional_source_material,SECOND,26,"Heggerty week 11
M.   T.    W.   TH.   F.  | U2: Sessions 21-25 | U2W5","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r26,2,Math,2026-10-26,12,needs_additional_source_material,SECOND,26,U2: 2.NR.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r26,2,Social Studies,2026-10-26,12,needs_additional_source_material,SECOND,26,U2: SS2CG1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r29,2,Literacy,2026-11-02,13,needs_additional_source_material,SECOND,29,"Heggerty week 12
M.   T.    W.   TH.   F.  | U2: Sessions 26-30 | U2W6","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r29,2,Math,2026-11-02,13,needs_additional_source_material,SECOND,29,U2: 2.NR.2.4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r29,2,Social Studies,2026-11-02,13,needs_additional_source_material,SECOND,29,U2: SS2CG1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r30,2,Literacy,2026-11-09,14,needs_additional_source_material,SECOND,30,"Heggerty week 13
M.   T.    W.   TH.   F.  | U3: Sessions 1-5 | U3W1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r30,2,Math,2026-11-09,14,needs_additional_source_material,SECOND,30,U2: 2.MDR6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r30,2,Social Studies,2026-11-09,14,needs_additional_source_material,SECOND,30,U2: SS2CG1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r31,2,Literacy,2026-11-16,15,needs_additional_source_material,SECOND,31,"Heggerty week 14
M.   T.    W.   TH.   F.  | U3: Sessions 6-10 | U3W2","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r31,2,Math,2026-11-16,15,needs_additional_source_material,SECOND,31,U2: 2.MDR.6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r31,2,Social Studies,2026-11-16,15,needs_additional_source_material,SECOND,31,U2: SS2CG1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r35,2,Literacy,2026-11-30,16,needs_additional_source_material,SECOND,35,"Heggerty week 15
M.  T.   W.   TH.    F.   | U3: Sessions 11-15 | U3W3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r35,2,Math,2026-11-30,16,needs_additional_source_material,SECOND,35,U3: 2.NR.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r35,2,Social Studies,2026-11-30,16,needs_additional_source_material,SECOND,35,U3: SS2H1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r36,2,Literacy,2026-12-07,17,needs_additional_source_material,SECOND,36,"Heggerty week 16
M.  T.   W.   TH.    F.   | U3: Sessions 16-20 | U3W4","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r36,2,Math,2026-12-07,17,needs_additional_source_material,SECOND,36,U3: 2.NR.1.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r36,2,Social Studies,2026-12-07,17,needs_additional_source_material,SECOND,36,U3: SS2H1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r37,2,Literacy,2026-12-14,18,needs_additional_source_material,SECOND,37,Reteach/Review | U3: Sessions 21-25 | U3W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r37,2,Math,2026-12-14,18,needs_additional_source_material,SECOND,37,U3: 2.NR.1.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r37,2,Social Studies,2026-12-14,18,needs_additional_source_material,SECOND,37,U3: SS2H1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r43,2,Literacy,2027-01-04,19,needs_additional_source_material,SECOND,43,"Heggerty week 17
M.  T.   W.   TH.    F.   | U3: Sessions 26-30 | U3W6","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r43,2,Math,2027-01-04,19,needs_additional_source_material,SECOND,43,U3: 2.NR.2.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r43,2,Social Studies,2027-01-04,19,needs_additional_source_material,SECOND,43,U3: SS2H1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r44,2,Literacy,2027-01-11,20,needs_additional_source_material,SECOND,44,Heggerty week 18 | U4: Sessions 1-5 | U4W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r44,2,Math,2027-01-11,20,needs_additional_source_material,SECOND,44,U3: 2.NR.2.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r44,2,Social Studies,2027-01-11,20,needs_additional_source_material,SECOND,44,U3: SS2H1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
